"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","Species_ID","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","SubSpecies","Species_Determ_List","USE","Restrict_Description","Date_Collected","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","Repository_Numbers","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
34003,,,"RWB050603.W02",201290,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.316666,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34004,,,"RWB050603.W03",201291,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.3,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34005,,,"RWB050603.A01",201292,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.416666,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34006,,,"RWB050603.A02",201293,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.416666,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34007,,,"RWB050603.A03",201294,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.416666,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34008,,,"RWB050603.A04",201295,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.4,1,"Minute",1,"North Pacific","F","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34009,,,"RWB050603.A05",201296,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.4,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34010,,,"RWB050603.A06",201297,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.4,1,"Minute",1,"North Pacific","F","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34011,,,"RWB050603.A07",201298,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.4,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34012,,,"RWB050603.A08",201299,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.4,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
34013,,,"RWB050603.A09",201300,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","06/05/2003",2003,6,5,,,"Kauai",,"HAWAII","UNITED STATES OF AMERICA",22.266666,1,"Minute",-159.383333,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",6/27/2003 0:00:00,,,5/31/2012 16:07:17,"dan.prosperi",6/7/2022 16:10:21
