"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","Species_ID","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","SubSpecies","Species_Determ_List","USE","Restrict_Description","Date_Collected","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","Repository_Numbers","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
4694,,"CAGN","RZH0003",186061,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/25/1993",1993,10,25,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",36.233333,1,"Minute",-122.9,1,"Minute",1,"North Pacific","F","Molecular determination: SRY method",,,"same seqeucne as 8672 accodring to Chivers data",5/31/2012 15:59:14,"dan.prosperi",6/17/2022 15:50:07
4695,,"CAGN","JFB0024",186062,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/27/1992",1992,9,27,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.616666,1,"Minute",-122.116666,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",,,,5/31/2012 15:59:14,"dan.prosperi",6/17/2022 15:50:07
4771,,"CAGN","HMY0013",186138,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"06/22/1995",1995,6,22,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",32.4,1,"Minute",-119,1,"Minute",1,"North Pacific","F","Molecular determination: SRY method",,,,5/31/2012 15:59:15,"dan.prosperi",6/17/2022 15:50:07
4975,,,"USNM571492",186316,,,,,,,,"STRANDING",470,"Darrin Lunde",256,"DIVISION OF MAMMALS, SMITHSONIAN INSTITUTION",,,"National Museum of Natural History, Smithsonian Institute",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","01/14/1992",1992,1,14,,,"Parramore Island","Accomack","VIRGINIA","UNITED STATES OF AMERICA",37.533333,1,"Minute",-75.616666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,"Include USNM accession number in Ack; Charlie Potter original contributor.  Source was recorded as ""STRAND-USNM""",5/31/2012 15:59:19,"dan.prosperi",6/22/2022 14:15:26
5001,,"CAGN","LMH0075",186342,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/1995",1995,10,29,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",34.55,1,"Minute",-120.9,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 15:59:22,"dan.prosperi",6/17/2022 15:50:07
5004,,"CAGN","LMH0078",186345,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/1995",1995,10,29,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",34.55,1,"Minute",-120.9,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",,,,5/31/2012 15:59:22,"dan.prosperi",6/17/2022 15:50:07
5007,,"CAGN","BCO0013",186348,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/1995",1995,10,29,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",34.533333,1,"Minute",-120.866666,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 15:59:22,"dan.prosperi",6/17/2022 15:50:07
5008,,"CAGN","BCO0014",186349,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/1995",1995,10,29,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",34.533333,1,"Minute",-120.866666,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",,,,5/31/2012 15:59:22,"dan.prosperi",6/17/2022 15:50:07
5074,,,"CC-0123",186414,,,,,,,,"STRANDING",593,"LANCE CLARK",521,"TEXAS MARINE MAMMAL STRANDING NETWORK",,,,,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"04/24/1993",1993,4,24,"NATIONAL SEASHORE",,"Padre Island",,"TEXAS","UNITED STATES OF AMERICA",27.383333,1,"Minute",-97.35,1,"Minute",2,"North Atlantic","F","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 15:59:23,"dan.prosperi",6/24/2022 15:53:24
6157,,,"DSJ960905.11",186894,,"1996-ORCAWALE-DSJ",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/05/1996",1996,9,5,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",33.283333,1,"Minute",-118.983333,1,"Minute",1,"North Pacific","U",,,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 15:59:39,"Alaina.Harmon",4/30/2024 15:09:19
6963,,,"C70",187403,,,,,,,,"STRANDING",383,"Barbie Halaska",4,"The Marine Mammal Center",,,"The Marine Mammal Center, Sausalito, CA",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"03/27/1997",1997,3,27,"WILDER RANCH",,,"Santa Cruz","CALIFORNIA","UNITED STATES OF AMERICA",36.966666,1,"Minute",-122.083333,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 15:59:51,"dan.prosperi",6/14/2022 10:00:08
7447,,,"MIA-063",187845,,,,,,,,"STRANDING",464,"DAN ODELL",497,"SEA WORLD OF FLORIDA",,,,,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"12/14/1992",1992,12,14,"POMPANO BEACH",,,,"FLORIDA","UNITED STATES OF AMERICA",26.2,1,"Minute",-80.083333,1,"Minute",2,"North Atlantic","M","Field determination: gonads were examined; carcass was examined and dissected.",,,"changed to not use restircted 2021 after 20 years of no permission contact.  nearly all samples were made available to us by N. Barros, Dan Odell not interested in monitoring, made not use restricted",5/31/2012 15:59:59,"dan.prosperi",6/8/2022 7:21:53
7629,,,"KS97-02PUSAN",187949,,,,,,,,"MARKET",669,"Robert Brownell",250,"NMFS, SOUTHWEST FISHERIES SCIENCE CENTER - SANTA CRUZ",,,,,"RLB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","??/??/1997",1997,,,,,,,,,,,,,,,9,"Unknown","U",,,,"Source was recorded as ""FORENSICS-KOREAN MARKET""",5/31/2012 16:00:02,"dan.prosperi",6/16/2022 14:43:13
7778,,,"ALB970708.09",188075,,,,,,,,"BIOPSY (PROJECTILE)",,,46,"Northeast Fisheries Science Center",,,,,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"07/08/1997",1997,7,8,"NW ATLANTIC",,,,,"UNITED STATES OF AMERICA",40.116666,1,"Minute",-68.783333,1,"Minute",2,"North Atlantic","U",,,,"Many collected by R. L. Pitman.  Source was recorded as ""BIOPSY-NEFSC PERMIT""",5/31/2012 16:00:04,"dan.prosperi",6/24/2022 9:16:42
7779,,,"ALB970708.10",188076,,,,,,,,"BIOPSY (PROJECTILE)",,,46,"Northeast Fisheries Science Center",,,,,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"07/08/1997",1997,7,8,"NW ATLANTIC",,,,,"UNITED STATES OF AMERICA",40.116666,1,"Minute",-68.783333,1,"Minute",2,"North Atlantic","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",,,"Many collected by R. L. Pitman.  Source was recorded as ""BIOPSY-NEFSC PERMIT""",5/31/2012 16:00:04,"dan.prosperi",6/24/2022 9:16:42
8672,,,"S-97-GM-09",188883,,,,,,,,"STRANDING",464,"DAN ODELL",497,"SEA WORLD OF FLORIDA",,,,,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"03/27/1997",1997,3,27,"ORMOND BEACH",,,"Volusia","FLORIDA","UNITED STATES OF AMERICA",29.283333,1,"Minute",-81.033333,1,"Minute",2,"North Atlantic","F","Field determination: gonads were examined; carcass was examined and dissected.",,,"97% match w/grampus in Macmatch, changed to not use restircted 2021 after 20 years of no permission contact.  nearly all samples were made available to us by N. Barros, Dan Odell not interested in monitoring, made not use restricted",5/31/2012 16:00:19,"dan.prosperi",6/8/2022 7:21:53
8682,,,"S-97-GG-24",188893,,,,,,,,"STRANDING",464,"DAN ODELL",497,"SEA WORLD OF FLORIDA",,,,,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/07/1997",1997,10,7,"CHATHAM",,"Ossabaw Island",,"GEORGIA","UNITED STATES OF AMERICA",30.766666,1,"Minute",-81.066666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,"nearly all samples were made available to us by N. Barros, Dan Odell not interested in monitoring, made not use restricted",5/31/2012 16:00:19,"dan.prosperi",6/8/2022 7:21:53
8759,,"CAGN","AXR0005",188929,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/30/1997",1997,9,30,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",32.85,1,"Minute",-117.5,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,"Sp. ID per head, confirmed by R. Brownell",5/31/2012 16:00:20,"dan.prosperi",6/17/2022 15:50:07
9335,,"CAGN","SMC0028",189261,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/28/1997",1997,11,28,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",36.416666,1,"Minute",-122.216666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 16:00:32,"dan.prosperi",6/17/2022 15:50:07
9336,,"CAGN","SMC0029",189262,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/28/1997",1997,11,28,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",36.416666,1,"Minute",-122.216666,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 16:00:32,"dan.prosperi",6/17/2022 15:50:07
9556,,,"CK9401",189480,,,,,,,,"STRANDING",600,"Lien-Siang Chou",431,"NATIONAL TAIWAN UNIVERSITY",,,"Dr. Lien Siang-Chou, National Taiwan University, Taipei, Taiwan",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"??/??/????",,,,,,,,,"TAIWAN, PROVINCE OF CHINA",,,,,,,1,"North Pacific","U",,,,"Source was recorded as ""STRAND-TAIWAN-CHOU""",5/31/2012 16:00:36,"dan.prosperi",6/24/2022 7:18:03
9557,,,"CK9716",189481,,,,,,,,"STRANDING",600,"Lien-Siang Chou",431,"NATIONAL TAIWAN UNIVERSITY",,,"Dr. Lien Siang-Chou, National Taiwan University, Taipei, Taiwan",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"??/??/????",,,,,,,,,"TAIWAN, PROVINCE OF CHINA",,,,,,,1,"North Pacific","U",,,,"Source was recorded as ""STRAND-TAIWAN-CHOU""",5/31/2012 16:00:36,"dan.prosperi",6/24/2022 7:18:03
9558,,,"PE9712",189482,,,,,,,,"STRANDING",600,"Lien-Siang Chou",431,"NATIONAL TAIWAN UNIVERSITY",,,"Dr. Lien Siang-Chou, National Taiwan University, Taipei, Taiwan",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"??/??/????",,,,,,,,,"TAIWAN, PROVINCE OF CHINA",,,,,,,1,"North Pacific","U",,,,"Source was recorded as ""STRAND-TAIWAN-CHOU""",5/31/2012 16:00:36,"dan.prosperi",6/24/2022 7:18:03
11204,,,"SBMNH98-8",190532,,,,,,,,"STRANDING",350,"Michelle Berman",10,"Santa Barbara Museum of Natural History",,,"YES, AND NOTIFY OF USE",,"KMR",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/11/1998",1998,8,11,"SANTA BARBARA",,,,"CALIFORNIA","UNITED STATES OF AMERICA",34.416666,1,"Minute",-119.666666,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",,,"Sample use not restricted, but would like to be acknowledeged.",5/31/2012 16:01:07,"dan.prosperi",6/23/2022 14:04:57
11692,,,"DSJ981129.06",190875,,"1998-SPAM-DSJ",,,,,,"BIOPSY (PROJECTILE)",713,"TIM GERRODETTE",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"T_G",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/29/1998",1998,11,29,,,,,,"MEXICO",16.65,1,"Minute",-100.566666,1,"Minute",1,"North Pacific","U",,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/2012 16:01:14,"dan.prosperi",4/10/2024 7:53:40
11693,,,"DSJ981129.07",190876,,"1998-SPAM-DSJ",,,,,,"BIOPSY (PROJECTILE)",713,"TIM GERRODETTE",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"T_G",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/29/1998",1998,11,29,,,,,,"MEXICO",16.65,1,"Minute",-100.566666,1,"Minute",1,"North Pacific","U",,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/2012 16:01:14,"dan.prosperi",4/10/2024 7:53:40
11694,,,"DSJ981129.08",190877,,"1998-SPAM-DSJ",,,,,,"BIOPSY (PROJECTILE)",713,"TIM GERRODETTE",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"T_G",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/29/1998",1998,11,29,,,,,,"MEXICO",16.65,1,"Minute",-100.566666,1,"Minute",1,"North Pacific","U",,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/2012 16:01:14,"dan.prosperi",4/10/2024 7:53:40
12306,,,"GGRI99-01-30",191278,,,,,,,,"STRANDING",383,"Barbie Halaska",4,"The Marine Mammal Center",,,"The Marine Mammal Center, Sausalito, CA",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"01/30/1999",1999,1,30,"CAMBRIA",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.55,1,"Minute",-121.066666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,"Sample is really a G gri not P mac.  Suspect is same as 12307.  Dloop sequences are identical per KMR.",5/31/2012 16:01:23,"dan.prosperi",6/14/2022 10:00:08
12307,,,"C88",191279,,,,,,,,"STRANDING",383,"Barbie Halaska",4,"The Marine Mammal Center",,,"The Marine Mammal Center, Sausalito, CA",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"02/18/1999",1999,2,18,"BEAN HOLLOW",,,,"TEXAS","UNITED STATES OF AMERICA",37.2,1,"Minute",-122.366666,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",,,,5/31/2012 16:01:24,"dan.prosperi",6/24/2022 8:10:30
13860,,,"SK-99-14",192143,,,,,,,,"MARKET",669,"Robert Brownell",250,"NMFS, SOUTHWEST FISHERIES SCIENCE CENTER - SANTA CRUZ",,,,,"RLB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","??/??/1999",1999,,,,,,,,,,,,,,,9,"Unknown","U",,,,"Source was recorded as ""FORENSICS-KOREAN MARKET""",5/31/2012 16:01:48,"dan.prosperi",6/16/2022 14:43:13
13876,,,"SK-99-29",192159,,,,,,,,"MARKET",669,"Robert Brownell",250,"NMFS, SOUTHWEST FISHERIES SCIENCE CENTER - SANTA CRUZ",,,,,"RLB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","??/??/1999",1999,,,,,,,,,,,,,,,9,"Unknown","U",,,,"Source was recorded as ""FORENSICS-KOREAN MARKET""",5/31/2012 16:01:48,"dan.prosperi",6/16/2022 14:43:13
15899,,,"DSJ990811.02",193264,,"1999-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/11/1999",1999,8,11,,,,,,"MEXICO",25.65,1,"Minute",-110.216666,1,"Minute",1,"North Pacific","U",,6/28/2000 0:00:00,,"use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:02:22,"dan.prosperi",4/10/2024 8:04:08
15900,,,"DSJ990811.03",193265,,"1999-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/11/1999",1999,8,11,,,,,,"MEXICO",25.65,1,"Minute",-110.216666,1,"Minute",1,"North Pacific","U",,6/28/2000 0:00:00,,"use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:02:22,"dan.prosperi",4/10/2024 8:04:08
15901,,,"DSJ990811.04",193266,,"1999-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/11/1999",1999,8,11,,,,,,"MEXICO",25.583333,1,"Minute",-110.066666,1,"Minute",1,"North Pacific","U",,6/28/2000 0:00:00,,"use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:02:22,"dan.prosperi",4/10/2024 8:04:08
15997,,,"DSJ990913.01",193362,,"1999-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/13/1999",1999,9,13,,,,,,"MEXICO",16.65,1,"Minute",-99.933333,1,"Minute",1,"North Pacific","U",,6/28/2000 0:00:00,,"use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:02:24,"dan.prosperi",4/10/2024 8:04:08
23155,,"CAGN","EPM0196",195157,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"05/20/2000",2000,5,20,"OFFSHORE (DRIFTNET)",,,,"CALIFORNIA","UNITED STATES OF AMERICA",32.283333,1,"Minute",-118.933333,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",3/6/2001 0:00:00,,,5/31/2012 16:04:18,"dan.prosperi",6/17/2022 15:50:07
23187,,"CAGN","TMR0076",195189,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/24/2000",2000,9,24,"OFFSHORE (DRIFTNET)",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.8,1,"Minute",-122.233333,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",3/6/2001 0:00:00,,,5/31/2012 16:04:18,"dan.prosperi",6/17/2022 15:50:07
23799,,,"HYDE010610.05",195540,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"06/10/2001",2001,6,10,"OFFSHORE",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.833333,1,"Minute",-117.35,1,"Minute",1,"North Pacific","U",,6/20/2001 0:00:00,,,5/31/2012 16:04:28,"dan.prosperi",6/10/2022 15:06:32
23800,,,"HYDE010610.06",195541,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"06/10/2001",2001,6,10,"OFFSHORE",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.9,1,"Minute",-117.35,1,"Minute",1,"North Pacific","U",,6/20/2001 0:00:00,,,5/31/2012 16:04:28,"dan.prosperi",6/10/2022 15:06:32
23942,,,"KZP0081",195652,,,,,,,,"STRANDING",398,"STRANDING COORDINATOR ",1,"SWFSC",,,"NMFS, Southwest Fisheries Science Center",,"K_D",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"06/14/2001",2001,6,14,"CARLSBAD, SOUTH PONTO BEACH",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.083333,1,"Minute",-117.316666,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",7/3/2001 0:00:00,,,5/31/2012 16:04:30,"dan.prosperi",6/8/2022 7:21:53
25435,,,"DSJ010921.10",196556,,"2001-ORCAWALE-DSJ",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/21/2001",2001,9,21,"WEST COAST",,,,,"UNITED STATES OF AMERICA",43.016666,1,"Minute",-124.583333,1,"Minute",1,"North Pacific","U",,10/24/2001 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:04:56,"Alaina.Harmon",4/30/2024 15:09:07
26306,,,"DSJ011109.03",196839,,"2001-ORCAWALE-DSJ",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/09/2001",2001,11,9,"WEST COAST",,,,,"UNITED STATES OF AMERICA",34.016666,1,"Minute",-119.366666,1,"Minute",1,"North Pacific","U",,12/14/2001 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:05:11,"Alaina.Harmon",4/30/2024 15:09:08
26307,,,"DSJ011109.04",196840,,"2001-ORCAWALE-DSJ",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/09/2001",2001,11,9,"WEST COAST",,,,,"UNITED STATES OF AMERICA",34.016666,1,"Minute",-119.366666,1,"Minute",1,"North Pacific","U",,12/14/2001 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:05:11,"Alaina.Harmon",4/30/2024 15:09:08
26308,,,"DSJ011109.05",196841,,"2001-ORCAWALE-DSJ",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/09/2001",2001,11,9,"WEST COAST",,,,,"UNITED STATES OF AMERICA",34.016666,1,"Minute",-119.366666,1,"Minute",1,"North Pacific","U",,12/14/2001 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:05:11,"Alaina.Harmon",4/30/2024 15:09:08
